Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
524.1861960887909	46	-81.4946990875129	18.412465724387456	-58.686363118692896	-127.17208878739251	101.0	0.0	1010	47470
535.5104174613953	47	-88.82956486592755	18.301337638498676	-62.17686725238781	-126.28078411075116	101.0	0.0	1010	48480
546.6205990314484	48	-91.16922587269127	23.655794155007843	-44.855723296087895	-125.35429826884408	101.0	0.0	1010	49490
557.7857265472412	49	-77.91077954018277	18.116407328715244	-55.13736910991845	-111.0725569589464	101.0	0.0	1010	50500
568.9053001403809	50	-69.30157682798065	22.522664193074675	-30.016676676951914	-121.982852971274	101.0	0.0	1010	51510
580.0573079586029	51	-98.006996338484	12.320473852547266	-87.72011378397731	-126.00234353979617	101.0	0.0	1010	52520
591.1176464557648	52	-67.76011705509669	26.01342799663998	-35.09771268963656	-123.90041738355266	101.0	0.0	1010	53530
602.2675671577454	53	-74.33661632117784	15.847133972015646	-43.7655107649647	-104.38051347101816	101.0	0.0	1010	54540
613.3620536327362	54	-82.57570197595027	25.47710646402243	-28.726249586737122	-119.35720156693476	101.0	0.0	1010	55550
624.4461967945099	55	-78.31521975544062	22.14710741356487	-42.45083675477093	-117.2833028063322	101.0	0.0	1010	56560
635.4145653247833	56	-80.52261945895116	29.994239529992132	-50.99052351532194	-162.33059391962345	101.0	0.0	1010	57570
646.7971680164337	57	-71.172755392842	27.675508381257735	-21.81499477799627	-109.30931865449125	101.0	0.0	1010	58580
658.3583779335022	58	-88.67747500060618	34.36226172605965	-27.727330326565706	-133.79265218415406	101.0	0.0	1010	59590
669.4947481155396	59	-96.25264557732304	21.082570172664703	-66.29462938548325	-135.44437604965472	101.0	0.0	1010	60600
680.5319111347198	60	-84.2836111328421	28.87936916669048	-41.42608227441376	-141.71306991427554	101.0	0.0	1010	61610
691.6001224517822	61	-94.78426632059363	27.413828493487554	-61.54129785160639	-159.31201119969697	101.0	0.0	1010	62620
702.7484805583954	62	-94.02244938889511	19.749618908402407	-74.35757220850523	-133.42110405706126	101.0	0.0	1010	63630
713.7584271430969	63	-81.12000875236512	36.696703349324	-36.70986588448051	-161.97365940063457	101.0	0.0	1010	64640
725.3569738864899	64	-83.68222573171094	16.963908989882576	-61.196249666455735	-116.22855993109225	101.0	0.0	1010	65650
736.3619682788849	65	-102.4377778940388	21.36393162483153	-69.68899380141359	-136.56567620867258	101.0	0.0	1010	66660
747.2917275428772	66	-89.96551903404533	26.187222197452883	-46.10561144155654	-122.56420098192015	101.0	0.0	1010	67670
759.1820993423462	67	-84.49595481536585	28.85993837279019	-39.99493894666103	-138.55558571351574	101.0	0.0	1010	68680
770.2819924354553	68	-103.13299449648298	33.601300408915684	-38.96893275448403	-152.65806037195543	101.0	0.0	1010	69690
781.4997556209564	69	-107.12843406943549	24.569794351553625	-66.20841111779663	-149.656454566245	101.0	0.0	1010	70700
792.5723855495453	70	-113.59437100479927	24.54054609633916	-79.71880595146071	-145.76940765462783	101.0	0.0	1010	71710
803.5756638050079	71	-109.46518047764691	27.119177257627875	-51.22239177064217	-145.82227842556162	101.0	0.0	1010	72720
814.5305395126343	72	-95.33488140016325	33.47936085424267	-44.98439377072763	-143.46745462769897	101.0	0.0	1010	73730
825.5721130371094	73	-89.04308678718758	20.61633593228558	-51.02370271998439	-130.34365436501216	101.0	0.0	1010	74740
836.6017701625824	74	-94.59473055517199	31.080003494151708	-45.92381583608663	-145.19799556745073	101.0	0.0	1010	75750
847.6457097530365	75	-95.57245592168742	25.391947174573104	-58.636634390171544	-141.14325755678223	101.0	0.0	1010	76760
858.7501857280731	76	-95.3901240110019	17.054053245561548	-71.82227898012682	-130.97277783164049	101.0	0.0	1010	77770
869.7039713859558	77	-83.83017157051657	28.30236648701647	-41.01246284176487	-129.2528548294852	101.0	0.0	1010	78780
880.6917452812195	78	-110.44285344466388	28.978976988142197	-60.538424729192855	-142.8628079833368	101.0	0.0	1010	79790
891.8962359428406	79	-92.36874396037683	24.50968785361491	-62.14681820389944	-145.1119648906072	101.0	0.0	1010	80800
902.7736127376556	80	-97.77819686851252	28.626234850602295	-62.41076999460504	-160.14131885355505	101.0	0.0	1010	81810
913.9034245014191	81	-107.33537363128826	31.998806032064824	-53.03286892352522	-162.80119835946263	101.0	0.0	1010	82820
925.0472133159637	82	-107.93704912601746	39.440705196854886	-31.347068070649726	-166.70351083947313	101.0	0.0	1010	83830
936.0461280345917	83	-100.04541930817405	19.237224068788127	-65.77755537075383	-135.48604130543376	101.0	0.0	1010	84840
946.999354839325	84	-113.39005352960962	24.55276850392504	-76.70237078089363	-165.41368747503435	101.0	0.0	1010	85850
958.4014122486115	85	-107.03620370004383	38.74770962234442	-47.16424356493149	-180.94182501455575	101.0	0.0	1010	86860
969.7365379333496	86	-130.53889553046156	27.962057042542668	-98.31068049840528	-200.9512150000712	101.0	0.0	1010	87870
980.7752397060394	87	-134.2892565399266	25.842355192453628	-93.77012279912745	-190.66190512335814	101.0	0.0	1010	88880
991.7547435760498	88	-122.0693867131562	22.652137671779744	-88.3035011509184	-169.31706429127848	101.0	0.0	1010	89890
1003.2188272476196	89	-126.7536712063926	43.19520519233441	-66.31791159864065	-195.7801170800206	101.0	0.0	1010	90900
1014.3829345703125	90	-112.79762594257545	26.536652740090254	-72.725486797899	-164.45219913544068	101.0	0.0	1010	91910
1025.595617055893	91	-91.11256081110615	25.576732986748816	-37.189334472629255	-141.33685578502198	101.0	0.0	1010	92920
1036.844957113266	92	-94.25666220134903	16.52319792994898	-77.36503893722454	-137.90908874364408	101.0	0.0	1010	93930
1047.7283210754395	93	-91.23480262628838	15.428790037786074	-69.91467142836186	-116.30165577206638	101.0	0.0	1010	94940
1058.7734966278076	94	-94.94445572640811	23.233109213616004	-48.265029511631	-144.1022075124554	101.0	0.0	1010	95950
1069.8322715759277	95	-99.21555306937216	18.349080459949544	-77.07276355866217	-133.6811006368188	101.0	0.0	1010	96960
1080.809062242508	96	-98.46238031085431	19.361706786424904	-54.51045207042802	-126.27508913396743	101.0	0.0	1010	97970
1091.803010225296	97	-128.78850939978537	13.414591752169478	-111.57013824256674	-158.71288131280443	101.0	0.0	1010	98980
1102.9063851833344	98	-121.40371843590313	15.604531139405102	-102.35785518312875	-151.41456286767865	101.0	0.0	1010	99990
1113.8155057430267	99	-121.72755437288495	20.383107320677183	-94.36555462121477	-153.28823039781972	101.0	0.0	1010	101000
